-17.17	46.61
-17.26	46.44
-17.36	46.26
-17.46	46.09
-17.56	45.92
-17.66	45.74
-17.75	45.56
-17.85	45.39
-17.95	45.21
-18.05	45.03
-18.15	44.85
-18.24	44.67
-18.34	44.48
-18.44	44.30
-18.54	44.12
-18.64	43.93
-18.73	43.74
-18.83	43.56
-18.93	43.37
-19.03	43.18
-19.13	42.99
-19.23	42.80
-19.32	42.61
-19.42	42.41
-19.52	42.22
-19.62	42.02
-19.72	41.83
-19.81	41.63
-19.91	41.43
-20.01	41.23
-20.11	41.03
-20.21	40.83
-20.30	40.63
-20.40	40.43
-20.50	40.22
-20.60	40.02
-20.70	39.81
-20.79	39.60
-20.89	39.40
-20.99	39.19
-21.09	38.98
-21.19	38.77
-21.28	38.55
-21.38	38.34
-21.48	38.13
-21.58	37.91
-21.68	37.70
-21.77	37.48
-21.87	37.26
-21.97	37.04
-22.07	36.82
-22.17	36.60
-22.27	36.38
-22.36	36.16
-22.46	35.94
-22.56	35.71
-22.66	35.49
-22.76	35.26
-22.85	35.03
-22.95	34.80
-23.05	34.57
-23.15	34.34
-23.25	34.11
-23.34	33.88
-23.44	33.65
-23.54	33.41
-23.64	33.18
-23.74	32.94
-23.83	32.70
-23.93	32.46
-24.03	32.22
-24.13	31.98
-24.23	31.74
-24.32	31.50
-24.42	31.26
-24.52	31.01
-24.62	30.77
-24.72	30.52
-24.81	30.27
-24.91	30.03
-25.01	29.78
-25.11	29.53
-25.21	29.28
-25.31	29.02
-25.40	28.77
-25.50	28.52
-25.60	28.26
-25.70	28.01
-25.80	27.75
-25.89	27.49
-25.99	27.23
-26.09	26.97
-26.19	26.71
-26.29	26.45
-26.38	26.19
-26.48	25.92
-26.58	25.66
-26.68	25.39
-26.78	25.13
-26.87	24.86
-26.97	24.59
-27.07	24.32
-27.17	24.05
-27.27	23.78
-27.36	23.50
-27.46	23.23
-27.56	22.96
-27.66	22.68
-27.76	22.40
-27.86	22.13
-27.95	21.85
-28.05	21.57
-28.15	21.29
-28.25	21.01
-28.35	20.72
-28.44	20.44
-28.54	20.16
-28.64	19.87
-28.74	19.58
-28.84	19.30
-28.93	19.01
-29.03	18.72
-29.13	18.43
-29.23	18.14
-29.33	17.84
-29.42	17.55
-29.52	17.26
-29.62	16.96
-29.72	16.67
-29.82	16.37
-29.91	16.07
-30.01	15.77
-30.11	15.47
-30.21	15.17
-30.31	14.87
-30.40	14.56
-30.50	14.26
-30.60	13.96
-30.70	13.65
-30.80	13.34
-30.90	13.03
-30.99	12.73
-31.09	12.42
-31.19	12.11
-31.29	11.79
-31.39	11.48
-31.48	11.17
-31.58	10.85
-31.68	10.54
-31.78	10.22
-31.88	9.90
-31.97	9.58
-32.07	9.26
-32.17	8.94
-32.27	8.62
-32.37	8.30
-32.46	7.97
-32.56	7.65
-32.66	7.32
-32.76	7.00
-32.86	6.67
-32.95	6.34
-33.05	6.01
-33.15	5.68
-33.25	5.35
-33.35	5.02
-33.44	4.68
-33.54	4.35
-33.64	4.01
-33.74	3.68
-33.84	3.34
-33.94	3.00
-34.03	2.66
-34.13	2.32
-34.23	1.98
-34.33	1.64
-34.43	1.29
-34.52	0.95
-34.62	0.61
-34.72	0.26
-34.82	-0.09
