-29.42	29.77
-29.51	29.65
-29.59	29.52
-29.68	29.39
-29.77	29.26
-29.86	29.13
-29.94	29.00
-30.03	28.87
-30.12	28.74
-30.21	28.61
-30.29	28.48
-30.38	28.34
